GO.ID	Description	p.Val	FDR	Phenotype	Genes
REGULATION OF INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	0.0035867830032807364	0.0035867830032807364	+1	BRCA1,FOXA1,EP300,NCOR1
NEGATIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	0.0035867830032807364	0.0035867830032807364	+1	ATM,BRCA1,CDKN1A,ATR
REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT%GOBP%GO:0046425	regulation of receptor signaling pathway via JAK-STAT	0.0035867830032807364	0.0035867830032807364	+1	VHL,NOTCH1,KIT,EP300
KIDNEY EPITHELIUM DEVELOPMENT%GOBP%GO:0072073	kidney epithelium development	0.0035867830032807364	0.0035867830032807364	+1	GATA3,SOX9,WT1,FGFR2
ADIPOGENESIS%REACTOME DATABASE ID RELEASE 81%9843745	Adipogenesis	0.0036655092789670374	0.0036655092789670374	+1	CEBPA,EP300,SMAD4,TBL1XR1,NCOR1
POSITIVE REGULATION OF BINDING%GOBP%GO:0051099	positive regulation of binding	0.0036655092789670374	0.0036655092789670374	+1	GATA3,RB1,LRRK2,USP9X,TAF1
CYTOPROTECTION BY HMOX1%REACTOME%R-HSA-9707564.5	Cytoprotection by HMOX1	0.0037901198311833615	0.0037901198311833615	+1	NFE2L2,SIN3A,TBL1XR1,NCOR1
REGULATION OF STEM CELL DIFFERENTIATION%GOBP%GO:2000736	regulation of stem cell differentiation	0.0037901198311833615	0.0037901198311833615	+1	NOTCH1,SOX9,PDGFRA,TGFBR2
RESPONSE TO RETINOIC ACID%GOBP%GO:0032526	response to retinoic acid	0.0037901198311833615	0.0037901198311833615	+1	EPHA3,SOX9,ATM,ASXL1
FGFR3 SIGNALING IN CHONDROCYTE PROLIFERATION AND TERMINAL DIFFERENTIATION%WIKIPATHWAYS_20240510%WP4767%HOMO SAPIENS	FGFR3 signaling in chondrocyte proliferation and terminal differentiation	0.003798436783192138	0.003798436783192138	+1	SOX9,FGFR3,CDKN1A
BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY	BIOCARTA_MET_PATHWAY	0.003798436783192138	0.003798436783192138	+1	PTEN,HGF,PTPN11
RESPONSE TO INTERLEUKIN-6%GOBP%GO:0070741	response to interleukin-6	0.003798436783192138	0.003798436783192138	+1	CEBPA,SMAD4,FOXA2
RESOLUTION OF D-LOOP STRUCTURES THROUGH SYNTHESIS-DEPENDENT STRAND ANNEALING (SDSA)%REACTOME DATABASE ID RELEASE 81%5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	0.003798436783192138	0.003798436783192138	+1	ATM,BRCA1,BRCA2
SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III	Signaling events mediated by HDAC Class III	0.003798436783192138	0.003798436783192138	+1	TP53,EP300,CDKN1A
REGUCALCIN IN PROXIMAL TUBULE EPITHELIAL KIDNEY CELLS%WIKIPATHWAYS_20240510%WP4838%HOMO SAPIENS	Regucalcin in proximal tubule epithelial kidney cells	0.003798436783192138	0.003798436783192138	+1	BRAF,SMAD4,SMAD2
NEGATIVE REGULATION OF FGFR4 SIGNALING%REACTOME%R-HSA-5654733.3	Negative regulation of FGFR4 signaling	0.003798436783192138	0.003798436783192138	+1	BRAF,PPP2R1A,PTPN11
VITAMIN D RECEPTOR PATHWAY%WIKIPATHWAYS_20240510%WP2877%HOMO SAPIENS	Vitamin D receptor pathway	0.0038396323531591707	0.0038396323531591707	+1	CDKN2A,CEBPA,CDKN1B,CCND1,CDKN1A,CDKN2C
HOMEOSTASIS OF NUMBER OF CELLS%GOBP%GO:0048872	homeostasis of number of cells	0.0039163770494567846	0.0039163770494567846	+1	NOTCH1,FLT3,SOX9,KIT,PPP2R1A
MALE INFERTILITY%WIKIPATHWAYS_20240510%WP4673%HOMO SAPIENS	Male infertility	0.0039163770494567846	0.0039163770494567846	+1	NFE2L2,ATM,EP300,BRCA2,ERCC2
RUNX1 REGULATES GENES INVOLVED IN MEGAKARYOCYTE DIFFERENTIATION AND PLATELET FUNCTION%REACTOME%R-HSA-8936459.2	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	0.0039587284235168595	0.0039587284235168595	+1	RUNX1,EP300,CBFB,SIN3A
INTEGRINS IN ANGIOGENESIS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRINS IN ANGIOGENESIS	Integrins in angiogenesis	0.0039587284235168595	0.0039587284235168595	+1	PIK3CA,CDKN1B,TGFBR2,PTPN11
NEGATIVE REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902750	negative regulation of cell cycle G2/M phase transition	0.0039587284235168595	0.0039587284235168595	+1	ATM,BRCA1,CDKN1A,ATR
RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:0000302	response to reactive oxygen species	0.0040486581964391385	0.0040486581964391385	+1	EGFR,NFE2L2,ATM,LRRK2,PDGFRA
SIGNALING BY NTRK1 (TRKA)%REACTOME DATABASE ID RELEASE 81%187037	Signaling by NTRK1 (TRKA)	0.0040486581964391385	0.0040486581964391385	+1	PIK3CA,BRAF,EP300,PPP2R1A,EGR3
INTERLEUKIN-4 AND INTERLEUKIN-13 SIGNALING%REACTOME DATABASE ID RELEASE 81%6785807	Interleukin-4 and Interleukin-13 signaling	0.0040486581964391385	0.0040486581964391385	+1	TP53,GATA3,HGF,CCND1,CDKN1A
MAMMARY GLAND DEVELOPMENT PATHWAY PREGNANCY AND LACTATION STAGE 3 OF 4 %WIKIPATHWAYS_20240510%WP2817%HOMO SAPIENS	Mammary gland development pathway Pregnancy and lactation Stage 3 of 4	0.0041423752880314505	0.0041423752880314505	+1	EGFR,CEBPA,CCND1
NEGATIVE REGULATION OF FGFR2 SIGNALING%REACTOME%R-HSA-5654727.3	Negative regulation of FGFR2 signaling	0.0041423752880314505	0.0041423752880314505	+1	BRAF,PPP2R1A,PTPN11
PID_MET_PATHWAY%MSIGDB_C2%PID_MET_PATHWAY	PID_MET_PATHWAY	0.0041423752880314505	0.0041423752880314505	+1	CTNNB1,MAP2K4,HGF,PTPN11
NOTCH-HLH TRANSCRIPTION PATHWAY%REACTOME DATABASE ID RELEASE 81%350054	Notch-HLH transcription pathway	0.0041423752880314505	0.0041423752880314505	+1	NOTCH1,TBL1XR1,NCOR1
ANGIOGENESIS%GOBP%GO:0001525	angiogenesis	0.0041423752880314505	0.0041423752880314505	+1	CTNNB1,PDGFRA,FGFR2,TGFBR2,SOX17,EGR3
AUTONOMIC NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0048483	autonomic nervous system development	0.0041423752880314505	0.0041423752880314505	+1	NF1,GATA3,CTNNB1
SIGNALING BY ALK%REACTOME%R-HSA-201556.5	Signaling by ALK	0.0041423752880314505	0.0041423752880314505	+1	PIK3CA,EP300,SIN3A
REGULATION OF MECP2 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 81%9022692	Regulation of MECP2 expression and activity	0.0041423752880314505	0.0041423752880314505	+1	SIN3A,TBL1XR1,NCOR1
MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:0044772	mitotic cell cycle phase transition	0.004338923325215737	0.004338923325215737	+1	CDKN1B,CHEK2,CCND1,CDKN1A,ACVR1B
SIGNALING BY FGFR2%REACTOME DATABASE ID RELEASE 81%5654738	Signaling by FGFR2	0.004375690326444819	0.004375690326444819	+1	PIK3CA,BRAF,PPP2R1A,PTPN11
NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001234	negative regulation of apoptotic signaling pathway	0.004375690326444819	0.004375690326444819	+1	RB1,NFE2L2,AR,HGF,BRCA1,LRRK2
AXONOGENESIS%GOBP%GO:0007409	axonogenesis	0.0044316718412205905	0.0044316718412205905	+1	PTEN,NOTCH1,ARHGAP35,EPHA3,FGFR2,EPHB6,USP9X
MYELOID CELL DIFFERENTIATION%GOBP%GO:0030099	myeloid cell differentiation	0.00449852854093047	0.00449852854093047	+1	GATA3,RUNX1,CEBPA,TET2,KIT,TGFBR2
EMBRYONIC AXIS SPECIFICATION%GOBP%GO:0000578	embryonic axis specification	0.004533580096182888	0.004533580096182888	+1	TBX3,WT1,SMAD2
CELLULAR RESPONSE TO EPIDERMAL GROWTH FACTOR STIMULUS%GOBP%GO:0071364	cellular response to epidermal growth factor stimulus	0.004533580096182888	0.004533580096182888	+1	EGFR,SOX9,PTPN11
HEPATOCYTE GROWTH FACTOR RECEPTOR SIGNALING%WIKIPATHWAYS_20240510%WP313%HOMO SAPIENS	Hepatocyte growth factor receptor signaling	0.004533580096182888	0.004533580096182888	+1	PTEN,HGF,PTPN11
NEPHRON TUBULE MORPHOGENESIS%GOBP%GO:0072078	nephron tubule morphogenesis	0.004533580096182888	0.004533580096182888	+1	GATA3,SOX9,WT1
CAMKK2 PATHWAY%WIKIPATHWAYS_20240510%WP4874%HOMO SAPIENS	CAMKK2 pathway	0.004533580096182888	0.004533580096182888	+1	NFE2L2,EP300,SMC1A
INFLUENCE OF LAMINOPATHIES ON WNT SIGNALING%WIKIPATHWAYS_20240510%WP4844%HOMO SAPIENS	Influence of laminopathies on Wnt signaling	0.004533580096182888	0.004533580096182888	+1	CTNNB1,CEBPA,CCND1
LOCOMOTOR RHYTHM%GOBP%GO:0045475	locomotor rhythm	0.00454999749397154	0.00454999749397154	+1	PTEN,NCOR1
DUAL HIJACK MODEL OF VIF IN HIV INFECTION%WIKIPATHWAYS_20240510%WP3300%HOMO SAPIENS	Dual hijack model of Vif in HIV infection	0.00454999749397154	0.00454999749397154	+1	RUNX1,CBFB
BMP SIGNALLING PATHWAY%HUMANCYC%REACT_12034.NULL	BMP Signalling Pathway	0.00454999749397154	0.00454999749397154	+1	SMAD4,ACVR2A
BIOCARTA_FBW7_PATHWAY%MSIGDB_C2%BIOCARTA_FBW7_PATHWAY	BIOCARTA_FBW7_PATHWAY	0.00454999749397154	0.00454999749397154	+1	RB1,FBXW7
SIGNALING EVENTS MEDIATED BY VEGFR1 AND VEGFR2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY VEGFR1 AND VEGFR2	Signaling events mediated by VEGFR1 and VEGFR2	0.00454999749397154	0.00454999749397154	+1	PIK3CA,CTNNB1,BRAF,PTPN11
CELLULAR RESPONSE TO GONADOTROPIN STIMULUS%GOBP%GO:0071371	cellular response to gonadotropin stimulus	0.00454999749397154	0.00454999749397154	+1	NOTCH1,WT1
NEGATIVE REGULATION OF OLIGODENDROCYTE DIFFERENTIATION%GOBP%GO:0048715	negative regulation of oligodendrocyte differentiation	0.00454999749397154	0.00454999749397154	+1	NF1,NOTCH1
NRF2 PATHWAY%WIKIPATHWAYS_20240510%WP2884%HOMO SAPIENS	NRF2 pathway	0.00454999749397154	0.00454999749397154	+1	KEAP1,NFE2L2,EPHA3,HGF,TGFBR2
BIOCARTA_MELANOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_MELANOCYTE_PATHWAY	BIOCARTA_MELANOCYTE_PATHWAY	0.00454999749397154	0.00454999749397154	+1	KIT,EP300
ATRIOVENTRICULAR VALVE FORMATION%GOBP%GO:0003190	atrioventricular valve formation	0.00454999749397154	0.00454999749397154	+1	NOTCH1,SMAD4
MAMMARY GLAND MORPHOGENESIS%GOBP%GO:0060443	mammary gland morphogenesis	0.00454999749397154	0.00454999749397154	+1	ELF3,FGFR2
POSITIVE REGULATION OF PROTEIN-CONTAINING COMPLEX ASSEMBLY%GOBP%GO:0031334	positive regulation of protein-containing complex assembly	0.00454999749397154	0.00454999749397154	+1	TP53,NAV3,AJUBA,ATM,TLR4,ATR
REGULATION OF MALE GONAD DEVELOPMENT%GOBP%GO:2000018	regulation of male gonad development	0.00454999749397154	0.00454999749397154	+1	SOX9,WT1
NEPHRON TUBULE FORMATION%GOBP%GO:0072079	nephron tubule formation	0.00454999749397154	0.00454999749397154	+1	GATA3,SOX9
AXIS ELONGATION%GOBP%GO:0003401	axis elongation	0.00454999749397154	0.00454999749397154	+1	SOX9,FGFR2
APOPTOSIS%REACTOME DATABASE ID RELEASE 81%109581	Apoptosis	0.00478682218035648	0.00478682218035648	+1	TP53,APC,CDKN2A,CTNNB1,CDH1,TLR4
JNK CASCADE%GOBP%GO:0007254	JNK cascade	0.004889338271983531	0.004889338271983531	+1	MAP2K4,LRRK2,MAPK8IP1
NEOVASCULARIZATION PROCESSES%WIKIPATHWAYS_20240510%WP4331%HOMO SAPIENS	Neovascularization processes	0.004889338271983531	0.004889338271983531	+1	NOTCH1,KIT,SMAD2
FOXO-MEDIATED TRANSCRIPTION OF OXIDATIVE STRESS, METABOLIC AND NEURONAL GENES%REACTOME%R-HSA-9615017.2	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	0.004889338271983531	0.004889338271983531	+1	SMAD4,SIN3A,SMAD2
NECTIN ADHESION PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NECTIN ADHESION PATHWAY	Nectin adhesion pathway	0.004889338271983531	0.004889338271983531	+1	PIK3CA,CTNNB1,CDH1
POSITIVE REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032206	positive regulation of telomere maintenance	0.005000390402080903	0.005000390402080903	+1	CTNNB1,ATM,ATRX,ATR
ENDOTHELIUM DEVELOPMENT%GOBP%GO:0003158	endothelium development	0.0052693874613152815	0.0052693874613152815	+1	NOTCH1,CTNNB1,SMAD4,SOX17
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME DATABASE ID RELEASE 81%5685942	HDR through Homologous Recombination (HRR)	0.0052693874613152815	0.0052693874613152815	+1	ATM,BRCA1,BRCA2,ATR
MITOTIC G2 DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0007095	mitotic G2 DNA damage checkpoint signaling	0.005335241371926457	0.005335241371926457	+1	ATM,BRCA1,CDKN1A
URETERIC BUD DEVELOPMENT%GOBP%GO:0001657	ureteric bud development	0.005335241371926457	0.005335241371926457	+1	GATA3,WT1,FGFR2
AURORA A SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA A SIGNALING	Aurora A signaling	0.005335241371926457	0.005335241371926457	+1	TP53,AJUBA,BRCA1
POSITIVE REGULATION OF PHOSPHOLIPASE C ACTIVITY%GOBP%GO:0010863	positive regulation of phospholipase C activity	0.005335241371926457	0.005335241371926457	+1	EGFR,KIT,PDGFRA
DISASSEMBLY OF THE DESTRUCTION COMPLEX AND RECRUITMENT OF AXIN TO THE MEMBRANE%REACTOME DATABASE ID RELEASE 81%4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	0.005335241371926457	0.005335241371926457	+1	APC,CTNNB1,PPP2R1A
RAS PATHWAY%PANTHER PATHWAY%P04393	Ras Pathway	0.005507122309094198	0.005507122309094198	+1	PIK3CA,MAP2K4,BRAF,PIK3CG
REGULATION OF RECEPTOR SIGNALING PATHWAY VIA STAT%GOBP%GO:1904892	regulation of receptor signaling pathway via STAT	0.005507122309094198	0.005507122309094198	+1	VHL,NOTCH1,KIT,EP300
DISEASES OF PROGRAMMED CELL DEATH%REACTOME DATABASE ID RELEASE 81%9645723	Diseases of programmed cell death	0.005507122309094198	0.005507122309094198	+1	TP53,CDKN2A,DNMT3A,EZH2
MICROTUBULE CYTOSKELETON ORGANIZATION INVOLVED IN MITOSIS%GOBP%GO:1902850	microtubule cytoskeleton organization involved in mitosis	0.005600528797990277	0.005600528797990277	+1	STAG2,CHEK2,SETD2,SMC1A,SMC3
MESONEPHRIC EPITHELIUM DEVELOPMENT%GOBP%GO:0072163	mesonephric epithelium development	0.0056654147562893884	0.0056654147562893884	+1	GATA3,WT1,FGFR2
RENAL TUBULE MORPHOGENESIS%GOBP%GO:0061333	renal tubule morphogenesis	0.0056654147562893884	0.0056654147562893884	+1	GATA3,SOX9,WT1
BIOCARTA_ALK_PATHWAY%MSIGDB_C2%BIOCARTA_ALK_PATHWAY	BIOCARTA_ALK_PATHWAY	0.0056654147562893884	0.0056654147562893884	+1	CTNNB1,SMAD4,TGFBR2
CARDIAC CELL FATE COMMITMENT%GOBP%GO:0060911	cardiac cell fate commitment	0.0056654147562893884	0.0056654147562893884	+1	WT1,SOX17
POSITIVE REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2001187	positive regulation of CD8-positive, alpha-beta T cell activation	0.0056654147562893884	0.0056654147562893884	+1	RUNX1,CBFB
HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:0002244	hematopoietic progenitor cell differentiation	0.0056654147562893884	0.0056654147562893884	+1	TP53,FLT3,KIT
RESPONSE TO EPIDERMAL GROWTH FACTOR%GOBP%GO:0070849	response to epidermal growth factor	0.0056654147562893884	0.0056654147562893884	+1	EGFR,SOX9,PTPN11
NIPBL ROLE IN DNA DAMAGE CORNELIA DE LANGE SYNDROME%WIKIPATHWAYS_20240510%WP5119%HOMO SAPIENS	NIPBL role in DNA damage Cornelia de Lange syndrome	0.0056654147562893884	0.0056654147562893884	+1	ATM,ATR
NEPHRON MORPHOGENESIS%GOBP%GO:0072028	nephron morphogenesis	0.0056654147562893884	0.0056654147562893884	+1	GATA3,SOX9,WT1
EXTRA-NUCLEAR ESTROGEN SIGNALING%REACTOME DATABASE ID RELEASE 81%9009391	Extra-nuclear estrogen signaling	0.0056654147562893884	0.0056654147562893884	+1	PIK3CA,EGFR,CDKN1B,CCND1
PROSTATE GLAND DEVELOPMENT%GOBP%GO:0030850	prostate gland development	0.0056654147562893884	0.0056654147562893884	+1	SOX9,FGFR2
NFE2L2 REGULATING MDR ASSOCIATED ENZYMES%REACTOME DATABASE ID RELEASE 81%9818032	NFE2L2 regulating MDR associated enzymes	0.0056654147562893884	0.0056654147562893884	+1	NFE2L2,EP300
EGF RECEPTOR (ERBB1) SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EGF RECEPTOR (ERBB1) SIGNALING PATHWAY	EGF receptor (ErbB1) signaling pathway	0.0056654147562893884	0.0056654147562893884	+1	PIK3CA,EGFR,PTPN11
RUNX3 REGULATES WNT SIGNALING%REACTOME DATABASE ID RELEASE 81%8951430	RUNX3 regulates WNT signaling	0.0056654147562893884	0.0056654147562893884	+1	CTNNB1,CCND1
IMMATURE B CELL DIFFERENTIATION%GOBP%GO:0002327	immature B cell differentiation	0.0056654147562893884	0.0056654147562893884	+1	ATM,KIT
BILE ACID INDIRECT SIGNALLING PATHWAY%SMPDB%SMP0086851	Bile Acid Indirect Signalling Pathway	0.0056654147562893884	0.0056654147562893884	+1	FGFR2,FGFR3
REGULATION OF MAMMARY GLAND EPITHELIAL CELL PROLIFERATION%GOBP%GO:0033599	regulation of mammary gland epithelial cell proliferation	0.0056654147562893884	0.0056654147562893884	+1	GATA3,BRCA2
CONSTITUTIVE HETEROCHROMATIN FORMATION%GOBP%GO:0140719	constitutive heterochromatin formation	0.0056654147562893884	0.0056654147562893884	+1	ATRX,EZH2
POSITIVE REGULATION OF CARDIAC EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0062043	positive regulation of cardiac epithelial to mesenchymal transition	0.0056654147562893884	0.0056654147562893884	+1	NOTCH1,TGFBR2
NEGATIVE REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:2001251	negative regulation of chromosome organization	0.0056654147562893884	0.0056654147562893884	+1	TP53,APC,ATM,ATRX
NEPHRON EPITHELIUM MORPHOGENESIS%GOBP%GO:0072088	nephron epithelium morphogenesis	0.0056654147562893884	0.0056654147562893884	+1	GATA3,SOX9,WT1
NFE2L2 REGULATES PENTOSE PHOSPHATE PATHWAY GENES%REACTOME%R-HSA-9818028.2	NFE2L2 regulates pentose phosphate pathway genes	0.0056654147562893884	0.0056654147562893884	+1	NFE2L2,EP300
RESPONSE TO GONADOTROPIN%GOBP%GO:0034698	response to gonadotropin	0.0056654147562893884	0.0056654147562893884	+1	NOTCH1,WT1
NEGATIVE REGULATION OF KERATINOCYTE PROLIFERATION%GOBP%GO:0010839	negative regulation of keratinocyte proliferation	0.0056654147562893884	0.0056654147562893884	+1	EPPK1,FGFR2
REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043376	regulation of CD8-positive, alpha-beta T cell differentiation	0.0056654147562893884	0.0056654147562893884	+1	RUNX1,CBFB
RESPONSE TO ESTRADIOL%GOBP%GO:0032355	response to estradiol	0.0056654147562893884	0.0056654147562893884	+1	EGFR,CTNNB1,FOXA1
STRESS-INDUCED PREMATURE SENESCENCE%GOBP%GO:0090400	stress-induced premature senescence	0.0056654147562893884	0.0056654147562893884	+1	TP53,CDKN1A
HOMOLOGY DIRECTED REPAIR%REACTOME DATABASE ID RELEASE 81%5693538	Homology Directed Repair	0.0056654147562893884	0.0056654147562893884	+1	ATM,BRCA1,POLQ,BRCA2,ATR
BINDING OF TCF LEF:CTNNB1 TO TARGET GENE PROMOTERS%REACTOME DATABASE ID RELEASE 81%4411364	Binding of TCF LEF:CTNNB1 to target gene promoters	0.0056654147562893884	0.0056654147562893884	+1	CTNNB1,AXIN2
MESONEPHRIC TUBULE DEVELOPMENT%GOBP%GO:0072164	mesonephric tubule development	0.0056654147562893884	0.0056654147562893884	+1	GATA3,WT1,FGFR2
REGULATION OF GONAD DEVELOPMENT%GOBP%GO:1905939	regulation of gonad development	0.0056654147562893884	0.0056654147562893884	+1	SOX9,WT1
BIOCARTA_BTG2_PATHWAY%MSIGDB_C2%BIOCARTA_BTG2_PATHWAY	BIOCARTA_BTG2_PATHWAY	0.0056654147562893884	0.0056654147562893884	+1	RB1,CCND1
OVARIAN INFERTILITY%WIKIPATHWAYS_20240510%WP34%HOMO SAPIENS	Ovarian infertility	0.0056654147562893884	0.0056654147562893884	+1	ATM,CDKN1B,NCOR1
ENDOCHONDRAL BONE GROWTH%GOBP%GO:0003416	endochondral bone growth	0.0056654147562893884	0.0056654147562893884	+1	SOX9,FGFR3
RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN DIFFERENTIATION OF KERATINOCYTES%REACTOME%R-HSA-8939242.2	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	0.0056654147562893884	0.0056654147562893884	+1	RUNX1,CBFB
SIGNALING BY NOTCH1%REACTOME DATABASE ID RELEASE 81%1980143	Signaling by NOTCH1	0.005853660005181678	0.005853660005181678	+1	NOTCH1,EP300,TBL1XR1,NCOR1
CELLULAR RESPONSE TO METAL ION%GOBP%GO:0071248	cellular response to metal ion	0.005970620791705806	0.005970620791705806	+1	EGFR,CDH1,BRAF,CDKN1B,LRRK2
CELL CYCLE PHASE TRANSITION%GOBP%GO:0044770	cell cycle phase transition	0.005970620791705806	0.005970620791705806	+1	CDKN1B,CHEK2,CCND1,CDKN1A,ACVR1B
POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE%GOBP%GO:0032212	positive regulation of telomere maintenance via telomerase	0.006065201295479065	0.006065201295479065	+1	CTNNB1,ATM,ATR
PID_TCPTP_PATHWAY%MSIGDB_C2%PID_TCPTP_PATHWAY	PID_TCPTP_PATHWAY	0.006065201295479065	0.006065201295479065	+1	EGFR,HGF,ATR
GPVI-MEDIATED ACTIVATION CASCADE%REACTOME DATABASE ID RELEASE 81%114604	GPVI-mediated activation cascade	0.006065201295479065	0.006065201295479065	+1	PIK3CA,PIK3CG,PTPN11
HALLMARK_WNT_BETA_CATENIN_SIGNALING%MSIGDBHALLMARK%HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.006065201295479065	0.006065201295479065	+1	NOTCH1,CTNNB1,AXIN2
PID_FRA_PATHWAY%MSIGDB_C2%PID_FRA_PATHWAY	PID_FRA_PATHWAY	0.006065201295479065	0.006065201295479065	+1	CDKN2A,EP300,CCND1
NEGATIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902106	negative regulation of leukocyte differentiation	0.006098644578301237	0.006098644578301237	+1	FBXW7,RUNX1,TLR4,CBFB
EAR DEVELOPMENT%GOBP%GO:0043583	ear development	0.006098644578301237	0.006098644578301237	+1	GATA3,SOX9,FGFR2,PTPN11
PDGF SIGNALING PATHWAY%PANTHER PATHWAY%P00047	PDGF signaling pathway	0.0061310003536647764	0.0061310003536647764	+1	PIK3CA,BRAF,PIK3CG,ELF3,PDGFRA
REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051983	regulation of chromosome segregation	0.006337913886216679	0.006337913886216679	+1	APC,ARID1A,PBRM1,RB1,ATM
NEGATIVE REGULATION OF DNA METABOLIC PROCESS%GOBP%GO:0051053	negative regulation of DNA metabolic process	0.006337913886216679	0.006337913886216679	+1	TP53,ATM,POLQ,CDKN1A,ATR
REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING%GOBP%GO:2000677	regulation of transcription regulatory region DNA binding	0.006530369583866049	0.006530369583866049	+1	GATA3,RB1,NSD1
N-CADHERIN SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%N-CADHERIN SIGNALING EVENTS	N-cadherin signaling events	0.006530369583866049	0.006530369583866049	+1	PIK3CA,CTNNB1,PTPN11
REGULATION OF PHOSPHOLIPASE C ACTIVITY%GOBP%GO:1900274	regulation of phospholipase C activity	0.006530369583866049	0.006530369583866049	+1	EGFR,KIT,PDGFRA
PID_ATR_PATHWAY%MSIGDB_C2%PID_ATR_PATHWAY	PID_ATR_PATHWAY	0.006530369583866049	0.006530369583866049	+1	BRCA2,PPP2R1A,ATR
DNA-TEMPLATED DNA REPLICATION%GOBP%GO:0006261	DNA-templated DNA replication	0.006530369583866049	0.006530369583866049	+1	ATRX,BRCA1,POLQ,BRCA2,ATR
NEGATIVE REGULATION OF JNK CASCADE%GOBP%GO:0046329	negative regulation of JNK cascade	0.006530369583866049	0.006530369583866049	+1	MAPK8IP1,MECOM,NCOR1
SIGNALING BY WNT IN CANCER%REACTOME DATABASE ID RELEASE 81%4791275	Signaling by WNT in cancer	0.006530369583866049	0.006530369583866049	+1	APC,CTNNB1,PPP2R1A
TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007179	transforming growth factor beta receptor signaling pathway	0.006644420941951893	0.006644420941951893	+1	SMAD4,USP9X,TGFBR2,SMAD2
NEGATIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903707	negative regulation of hemopoiesis	0.006644420941951893	0.006644420941951893	+1	FBXW7,RUNX1,TLR4,CBFB
CELLULAR RESPONSE TO HYPOXIA%GOBP%GO:0071456	cellular response to hypoxia	0.006644420941951893	0.006644420941951893	+1	TP53,VHL,NOTCH1,NFE2L2
EPITHELIAL CELL MIGRATION%GOBP%GO:0010631	epithelial cell migration	0.006963803160952821	0.006963803160952821	+1	PIK3CA,KIT,SMAD4,EGR3
NCRNAS INVOLVED IN WNT SIGNALING IN HEPATOCELLULAR CARCINOMA%WIKIPATHWAYS_20240510%WP4336%HOMO SAPIENS	ncRNAs involved in Wnt signaling in hepatocellular carcinoma	0.006963803160952821	0.006963803160952821	+1	CTNNB1,CCND1,SOX17,EZH2
INTEGRATED STRESS RESPONSE SIGNALING%GOBP%GO:0140467	integrated stress response signaling	0.006965783116063301	0.006965783116063301	+1	NFE2L2,CEBPA,NFE2L3
