GO.ID	Description	p.Val	FDR	Phenotype	Genes
ACTIVATED NTRK2 SIGNALS THROUGH PI3K%REACTOME%R-HSA-9028335.1	Activated NTRK2 signals through PI3K	0.003911918092243952	0.003911918092243952	+1	PIK3CA,PIK3R1
POSITIVE REGULATION OF MALE GONAD DEVELOPMENT%GOBP%GO:2000020	positive regulation of male gonad development	0.003911918092243952	0.003911918092243952	+1	SOX9,WT1
ATRIOVENTRICULAR CANAL DEVELOPMENT%GOBP%GO:0036302	atrioventricular canal development	0.003911918092243952	0.003911918092243952	+1	SMAD4,PTPN11
PTK6 REGULATES CELL CYCLE%REACTOME DATABASE ID RELEASE 73%8849470	PTK6 Regulates Cell Cycle	0.003911918092243952	0.003911918092243952	+1	CDKN1B,CCND1
LOSS OF MECP2 BINDING ABILITY TO THE NCOR SMRT COMPLEX%REACTOME DATABASE ID RELEASE 73%9022537	Loss of MECP2 binding ability to the NCoR SMRT complex	0.003911918092243952	0.003911918092243952	+1	TBL1XR1,NCOR1
REGULATION OF PROTEIN AUTOUBIQUITINATION%GOBP%GO:1902498	regulation of protein autoubiquitination	0.003911918092243952	0.003911918092243952	+1	LRRK2,TAF1
RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN WNT SIGNALING%REACTOME%R-HSA-8939256.1	RUNX1 regulates transcription of genes involved in WNT signaling	0.003911918092243952	0.003911918092243952	+1	RUNX1,CBFB
RUNX1 REGULATES TRANSCRIPTION OF GENES INVOLVED IN BCR SIGNALING%REACTOME DATABASE ID RELEASE 73%8939245	RUNX1 regulates transcription of genes involved in BCR signaling	0.003911918092243952	0.003911918092243952	+1	RUNX1,CBFB
STAT5 ACTIVATION%REACTOME DATABASE ID RELEASE 73%9645135	STAT5 Activation	0.003911918092243952	0.003911918092243952	+1	FLT3,PTPN11
ACTIVATED NTRK3 SIGNALS THROUGH PI3K%REACTOME%R-HSA-9603381.1	Activated NTRK3 signals through PI3K	0.003911918092243952	0.003911918092243952	+1	PIK3CA,PIK3R1
OTIC VESICLE DEVELOPMENT%GOBP%GO:0071599	otic vesicle development	0.003911918092243952	0.003911918092243952	+1	SOX9,FGFR2
GENOME REPLICATION AND TRANSCRIPTION%REACTOME%R-HSA-9679514.1	Genome Replication and Transcription	0.003911918092243952	0.003911918092243952	+1	VHL,RB1
REPLICATION OF THE SARS-COV-1 GENOME%REACTOME%R-HSA-9682706.1	Replication of the SARS-CoV-1 genome	0.003911918092243952	0.003911918092243952	+1	VHL,RB1
REGULATION OF WOUND HEALING, SPREADING OF EPIDERMAL CELLS%GOBP%GO:1903689	regulation of wound healing, spreading of epidermal cells	0.003911918092243952	0.003911918092243952	+1	PTEN,MTOR
RAS SIGNALING DOWNSTREAM OF NF1 LOSS-OF-FUNCTION VARIANTS%REACTOME DATABASE ID RELEASE 73%6802953	RAS signaling downstream of NF1 loss-of-function variants	0.003911918092243952	0.003911918092243952	+1	NF1,NRAS
PTK6 PROMOTES HIF1A STABILIZATION%REACTOME DATABASE ID RELEASE 73%8857538	PTK6 promotes HIF1A stabilization	0.003911918092243952	0.003911918092243952	+1	EGFR,LRRK2
REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043376	regulation of CD8-positive, alpha-beta T cell differentiation	0.003911918092243952	0.003911918092243952	+1	RUNX1,CBFB
RUNX1 REGULATES ESTROGEN RECEPTOR MEDIATED TRANSCRIPTION%REACTOME DATABASE ID RELEASE 73%8931987	RUNX1 regulates estrogen receptor mediated transcription	0.003911918092243952	0.003911918092243952	+1	RUNX1,CBFB
REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	0.0039431731520050625	0.0039431731520050625	+1	STK11,EP300,SMAD4,TGFBR2,SMAD2
NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0033048	negative regulation of mitotic sister chromatid segregation	0.004068067931274396	0.004068067931274396	+1	APC,ATM,ATRX
REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010632	regulation of epithelial cell migration	0.004068067931274396	0.004068067931274396	+1	PTEN,NF1,GATA3,NOTCH1,AKT1,SOX9,MTOR
EMBRYONIC AXIS SPECIFICATION%GOBP%GO:0000578	embryonic axis specification	0.004068067931274396	0.004068067931274396	+1	TBX3,WT1,SMAD2
HYPOTHESIZED PATHWAYS IN PATHOGENESIS OF CARDIOVASCULAR DISEASE%WIKIPATHWAYS_20200810%WP3668%HOMO SAPIENS	Hypothesized Pathways in Pathogenesis of Cardiovascular Disease	0.004068067931274396	0.004068067931274396	+1	SMAD4,TGFBR2,SMAD2
DAP12 SIGNALING%REACTOME%R-HSA-2424491.2	DAP12 signaling	0.004068067931274396	0.004068067931274396	+1	PIK3CA,PIK3R1,NRAS
PID_HDAC_CLASSIII_PATHWAY%MSIGDB_C2%PID_HDAC_CLASSIII_PATHWAY	PID_HDAC_CLASSIII_PATHWAY	0.004068067931274396	0.004068067931274396	+1	TP53,EP300,CDKN1A
MACROMOLECULE METHYLATION%GOBP%GO:0043414	macromolecule methylation	0.004068067931274396	0.004068067931274396	+1	DNMT3A,KDM6A,TET2,ATRX,SETD2,NSD1,EZH2
REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902175	regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	0.004068067931274396	0.004068067931274396	+1	FBXW7,NFE2L2,AKT1
RUNX1 REGULATES GENES INVOLVED IN MEGAKARYOCYTE DIFFERENTIATION AND PLATELET FUNCTION%REACTOME%R-HSA-8936459.1	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	0.0040981144864615845	0.0040981144864615845	+1	RUNX1,EP300,CBFB,SIN3A,HIST1H2BD
CONSTITUTIVE SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS%REACTOME%R-HSA-2644606.1	Constitutive Signaling by NOTCH1 PEST Domain Mutants	0.004280272222120944	0.004280272222120944	+1	NOTCH1,EP300,TBL1XR1,NCOR1
REGULATION OF RESPONSE TO DNA DAMAGE STIMULUS%GOBP%GO:2001020	regulation of response to DNA damage stimulus	0.004280272222120944	0.004280272222120944	+1	EGFR,ATM,BRCA1,POLQ,SETD2,ATR,AXIN2
MITOTIC NUCLEAR DIVISION%GOBP%GO:0140014	mitotic nuclear division	0.004280272222120944	0.004280272222120944	+1	RB1,STAG2,CHEK2,SMC1A,SMC3,RAD21
SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS IN CANCER%REACTOME%R-HSA-2644602.1	Signaling by NOTCH1 PEST Domain Mutants in Cancer	0.004280272222120944	0.004280272222120944	+1	NOTCH1,EP300,TBL1XR1,NCOR1
B CELL RECEPTOR SIGNALING PATHWAY%WIKIPATHWAYS_20200810%WP23%HOMO SAPIENS	B Cell Receptor Signaling Pathway	0.004280272222120944	0.004280272222120944	+1	PIK3R1,AKT1,BRAF,PIK3CG,PTPN11
SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS IN CANCER%REACTOME%R-HSA-2894858.1	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	0.004280272222120944	0.004280272222120944	+1	NOTCH1,EP300,TBL1XR1,NCOR1
REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	0.004280272222120944	0.004280272222120944	+1	STK11,EP300,SMAD4,TGFBR2,SMAD2
CONSTITUTIVE SIGNALING BY NOTCH1 HD+PEST DOMAIN MUTANTS%REACTOME%R-HSA-2894862.1	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	0.004280272222120944	0.004280272222120944	+1	NOTCH1,EP300,TBL1XR1,NCOR1
SIGNALING BY NOTCH1 IN CANCER%REACTOME%R-HSA-2644603.2	Signaling by NOTCH1 in Cancer	0.004280272222120944	0.004280272222120944	+1	NOTCH1,EP300,TBL1XR1,NCOR1
STABILIZATION OF P53%REACTOME DATABASE ID RELEASE 73%69541	Stabilization of p53	0.004280272222120944	0.004280272222120944	+1	TP53,CDKN2A,ATM,CHEK2
REGULATION OF DNA BIOSYNTHETIC PROCESS%GOBP%GO:2000278	regulation of DNA biosynthetic process	0.004280272222120944	0.004280272222120944	+1	TP53,ATM,HGF,CDKN1A,ATR
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904377	positive regulation of protein localization to cell periphery	0.004280272222120944	0.004280272222120944	+1	EGFR,PIK3R1,EPHA3,AKT1
CIRCADIAN RHYTHM%GOBP%GO:0007623	circadian rhythm	0.004440123618882991	0.004440123618882991	+1	TP53,PTEN,EP300,EGR3,NCOR1
3-PHOSPHOINOSITIDE BIOSYNTHESIS%HUMANCYC%PWY-6352	3-phosphoinositide biosynthesis	0.004453930777695916	0.004453930777695916	+1	PIK3CA,PIK3R1,PIK3CG
VEGFR2 MEDIATED VASCULAR PERMEABILITY%REACTOME DATABASE ID RELEASE 73%5218920	VEGFR2 mediated vascular permeability	0.004453930777695916	0.004453930777695916	+1	CTNNB1,AKT1,MTOR
REGULATION OF RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:1901031	regulation of response to reactive oxygen species	0.004453930777695916	0.004453930777695916	+1	NFE2L2,HGF,LRRK2
PID_ALK1_PATHWAY%MSIGDB_C2%PID_ALK1_PATHWAY	PID_ALK1_PATHWAY	0.004453930777695916	0.004453930777695916	+1	SMAD4,TGFBR2,ACVR2A
POSITIVE REGULATION OF GLUCOSE IMPORT%GOBP%GO:0046326	positive regulation of glucose import	0.004453930777695916	0.004453930777695916	+1	PIK3R1,AKT1,PTPN11
CRANIAL SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:1904888	cranial skeletal system development	0.004453930777695916	0.004453930777695916	+1	PDGFRA,FGFR2,TGFBR2
ALK1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALK1 SIGNALING EVENTS	ALK1 signaling events	0.004453930777695916	0.004453930777695916	+1	SMAD4,TGFBR2,ACVR2A
TOR SIGNALING%GOBP%GO:0031929	TOR signaling	0.004453930777695916	0.004453930777695916	+1	GATA3,AKT1,MTOR
POSITIVE REGULATION OF GENE SILENCING BY MIRNA%GOBP%GO:2000637	positive regulation of gene silencing by miRNA	0.004453930777695916	0.004453930777695916	+1	TP53,EGFR,AJUBA
EXTRACELLULAR VESICLES IN THE CROSSTALK OF CARDIAC CELLS%WIKIPATHWAYS_20200810%WP4300%HOMO SAPIENS	Extracellular vesicles in the crosstalk of cardiac cells	0.004453930777695916	0.004453930777695916	+1	PTEN,EGFR,TLR4
RESOLUTION OF D-LOOP STRUCTURES THROUGH SYNTHESIS-DEPENDENT STRAND ANNEALING (SDSA)%REACTOME DATABASE ID RELEASE 73%5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	0.004453930777695916	0.004453930777695916	+1	ATM,BRCA1,BRCA2
IL3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL3-MEDIATED SIGNALING EVENTS	IL3-mediated signaling events	0.004453930777695916	0.004453930777695916	+1	PIK3CA,PIK3R1,PTPN11
EPHRIN B REVERSE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHRIN B REVERSE SIGNALING	Ephrin B reverse signaling	0.004453930777695916	0.004453930777695916	+1	PIK3CA,PIK3R1,MAP2K4
NEGATIVE REGULATION OF FGFR1 SIGNALING%REACTOME%R-HSA-5654726.2	Negative regulation of FGFR1 signaling	0.004453930777695916	0.004453930777695916	+1	BRAF,PPP2R1A,PTPN11
TRANSCRIPTIONAL REGULATION BY MECP2%REACTOME%R-HSA-8986944.2	Transcriptional Regulation by MECP2	0.0044968470272501075	0.0044968470272501075	+1	PTEN,SIN3A,TBL1XR1,NCOR1
DIGESTIVE TRACT DEVELOPMENT%GOBP%GO:0048565	digestive tract development	0.0044968470272501075	0.0044968470272501075	+1	KIT,PDGFRA,FGFR2,SOX17
REGULATION OF PTEN GENE TRANSCRIPTION%REACTOME DATABASE ID RELEASE 73%8943724	Regulation of PTEN gene transcription	0.0044968470272501075	0.0044968470272501075	+1	TP53,MTOR,MECOM,EZH2
SPINDLE ASSEMBLY%GOBP%GO:0051225	spindle assembly	0.004570889076651995	0.004570889076651995	+1	STAG2,CHEK2,SMC1A,SMC3,NCOR1
CELLULAR RESPONSE TO OXYGEN LEVELS%GOBP%GO:0071453	cellular response to oxygen levels	0.004659447789989886	0.004659447789989886	+1	TP53,VHL,NOTCH1,NFE2L2,MTOR,EP300
CIRCADIAN RHYTHM RELATED GENES%WIKIPATHWAYS_20200810%WP3594%HOMO SAPIENS	Circadian rhythm related genes	0.004686612759880816	0.004686612759880816	+1	TP53,PTEN,EP300,SIN3A,EGR3,NCOR1,EZH2
REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY%GOBP%GO:1904375	regulation of protein localization to cell periphery	0.004757269550414794	0.004757269550414794	+1	EGFR,PIK3R1,EPHA3,AKT1,AR
KIDNEY EPITHELIUM DEVELOPMENT%GOBP%GO:0072073	kidney epithelium development	0.004757269550414794	0.004757269550414794	+1	GATA3,SOX9,WT1,FGFR2
TUBE FORMATION%GOBP%GO:0035148	tube formation	0.004757269550414794	0.004757269550414794	+1	GATA3,NOTCH1,SOX9,FGFR2
PROTEIN ALKYLATION%GOBP%GO:0008213	protein alkylation	0.004757269550414794	0.004757269550414794	+1	KDM6A,TET2,SETD2,NSD1,EZH2
PROTEIN METHYLATION%GOBP%GO:0006479	protein methylation	0.004757269550414794	0.004757269550414794	+1	KDM6A,TET2,SETD2,NSD1,EZH2
POSITIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	0.004757269550414794	0.004757269550414794	+1	FLT3,ERBB4,KIT,FGFR3
REGULATION OF GENE SILENCING%GOBP%GO:0060968	regulation of gene silencing	0.0047880877540916085	0.0047880877540916085	+1	TP53,EGFR,AJUBA,HIST1H1C,SIN3A,NCOR1
BIOCARTA_CREB_PATHWAY%MSIGDB_C2%BIOCARTA_CREB_PATHWAY	BIOCARTA_CREB_PATHWAY	0.004882213316499733	0.004882213316499733	+1	PIK3CA,PIK3R1,AKT1
POSITIVE REGULATION OF POSTTRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0060148	positive regulation of posttranscriptional gene silencing	0.004882213316499733	0.004882213316499733	+1	TP53,EGFR,AJUBA
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES%MSIGDB_C2%SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0.004882213316499733	0.004882213316499733	+1	PIK3CA,PIK3R1,AKT1
NEGATIVE REGULATION OF FGFR4 SIGNALING%REACTOME DATABASE ID RELEASE 73%5654733	Negative regulation of FGFR4 signaling	0.004882213316499733	0.004882213316499733	+1	BRAF,PPP2R1A,PTPN11
POSITIVE REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	0.004882213316499733	0.004882213316499733	+1	EGFR,AKT1,CCND1
CELLULAR RESPONSE TO EPIDERMAL GROWTH FACTOR STIMULUS%GOBP%GO:0071364	cellular response to epidermal growth factor stimulus	0.004882213316499733	0.004882213316499733	+1	EGFR,SOX9,PTPN11
PID_IL3_PATHWAY%MSIGDB_C2%PID_IL3_PATHWAY	PID_IL3_PATHWAY	0.004882213316499733	0.004882213316499733	+1	PIK3CA,PIK3R1,PTPN11
FGFR3 SIGNALLING IN CHONDROCYTE PROLIFERATION AND TERMINAL DIFFERENTIATION%WIKIPATHWAYS_20200810%WP4767%HOMO SAPIENS	FGFR3 signalling in chondrocyte proliferation and terminal differentiation	0.004882213316499733	0.004882213316499733	+1	SOX9,FGFR3,CDKN1A
NEGATIVE REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033046	negative regulation of sister chromatid segregation	0.004882213316499733	0.004882213316499733	+1	APC,ATM,ATRX
ST_GRANULE_CELL_SURVIVAL_PATHWAY%MSIGDB_C2%ST_GRANULE_CELL_SURVIVAL_PATHWAY	ST_GRANULE_CELL_SURVIVAL_PATHWAY	0.004882213316499733	0.004882213316499733	+1	APC,MAP2K4,MAPK8IP1
EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0001837	epithelial to mesenchymal transition	0.005005035032584578	0.005005035032584578	+1	NOTCH1,CTNNB1,SOX9,HGF
DIGESTIVE SYSTEM DEVELOPMENT%GOBP%GO:0055123	digestive system development	0.005005035032584578	0.005005035032584578	+1	KIT,PDGFRA,FGFR2,SOX17
NEGATIVE REGULATION OF WOUND HEALING%GOBP%GO:0061045	negative regulation of wound healing	0.005005035032584578	0.005005035032584578	+1	PTEN,CDKN1B,PDGFRA,CDKN1A
GENES INVOLVED IN MALE INFERTILITY%WIKIPATHWAYS_20200810%WP4673%HOMO SAPIENS	Genes involved in male infertility	0.005061602318106068	0.005061602318106068	+1	NFE2L2,AR,ATM,EP300,BRCA2,ERCC2
CARDIAC CELL FATE COMMITMENT%GOBP%GO:0060911	cardiac cell fate commitment	0.005086752053675944	0.005086752053675944	+1	WT1,SOX17
NEPHRON TUBULE FORMATION%GOBP%GO:0072079	nephron tubule formation	0.005086752053675944	0.005086752053675944	+1	GATA3,SOX9
SMAD PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0007183	SMAD protein complex assembly	0.005086752053675944	0.005086752053675944	+1	SMAD4,SMAD2
MULTICELLULAR ORGANISM AGING%GOBP%GO:0010259	multicellular organism aging	0.005086752053675944	0.005086752053675944	+1	TP53,LRRK2
POSITIVE REGULATION OF GONAD DEVELOPMENT%GOBP%GO:1905941	positive regulation of gonad development	0.005086752053675944	0.005086752053675944	+1	SOX9,WT1
EGFR TRANSACTIVATION BY GASTRIN%REACTOME%R-HSA-2179392.1	EGFR Transactivation by Gastrin	0.005086752053675944	0.005086752053675944	+1	EGFR,NRAS
REGULATION OF MALE GONAD DEVELOPMENT%GOBP%GO:2000018	regulation of male gonad development	0.005086752053675944	0.005086752053675944	+1	SOX9,WT1
NEGATIVE REGULATION OF OLIGODENDROCYTE DIFFERENTIATION%GOBP%GO:0048715	negative regulation of oligodendrocyte differentiation	0.005086752053675944	0.005086752053675944	+1	NF1,NOTCH1
CELLULAR RESPONSE TO GONADOTROPIN STIMULUS%GOBP%GO:0071371	cellular response to gonadotropin stimulus	0.005086752053675944	0.005086752053675944	+1	NOTCH1,WT1
ATRIOVENTRICULAR VALVE FORMATION%GOBP%GO:0003190	atrioventricular valve formation	0.005086752053675944	0.005086752053675944	+1	NOTCH1,SMAD4
POSITIVE REGULATION OF CARDIAC EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0062043	positive regulation of cardiac epithelial to mesenchymal transition	0.005086752053675944	0.005086752053675944	+1	NOTCH1,TGFBR2
LOCOMOTOR RHYTHM%GOBP%GO:0045475	locomotor rhythm	0.005086752053675944	0.005086752053675944	+1	PTEN,NCOR1
RUNX2 REGULATES GENES INVOLVED IN CELL MIGRATION%REACTOME%R-HSA-8941332.1	RUNX2 regulates genes involved in cell migration	0.005086752053675944	0.005086752053675944	+1	AKT1,CBFB
RESPONSE TO RETINOIC ACID%GOBP%GO:0032526	response to retinoic acid	0.005251270892760762	0.005251270892760762	+1	EPHA3,SOX9,ATM,ASXL1
POSITIVE REGULATION OF GENE EXPRESSION, EPIGENETIC%GOBP%GO:0045815	positive regulation of gene expression, epigenetic	0.005251270892760762	0.005251270892760762	+1	ARID1A,HIST1H1C,EP300,SF3B1
NEGATIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903707	negative regulation of hemopoiesis	0.0052567547726379135	0.0052567547726379135	+1	NOTCH1,FBXW7,RUNX1,TLR4,CBFB
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME DATABASE ID RELEASE 73%2500257	Resolution of Sister Chromatid Cohesion	0.0052567547726379135	0.0052567547726379135	+1	STAG2,PPP2R1A,SMC1A,SMC3,RAD21
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	0.0052567547726379135	0.0052567547726379135	+1	TP53,VHL,NOTCH1,NFE2L2,EP300
BIOCARTA_GH_PATHWAY%MSIGDB_C2%BIOCARTA_GH_PATHWAY	BIOCARTA_GH_PATHWAY	0.005293686856833827	0.005293686856833827	+1	PIK3CA,PIK3R1,PIK3CG
REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060765	regulation of androgen receptor signaling pathway	0.005293686856833827	0.005293686856833827	+1	EP300,TAF1,NCOR1
NOTCH-HLH TRANSCRIPTION PATHWAY%REACTOME%R-HSA-350054.3	Notch-HLH transcription pathway	0.005293686856833827	0.005293686856833827	+1	NOTCH1,TBL1XR1,NCOR1
POSITIVE REGULATION OF KIDNEY DEVELOPMENT%GOBP%GO:0090184	positive regulation of kidney development	0.005293686856833827	0.005293686856833827	+1	GATA3,SOX9,WT1
NEGATIVE REGULATION OF FGFR2 SIGNALING%REACTOME%R-HSA-5654727.1	Negative regulation of FGFR2 signaling	0.005293686856833827	0.005293686856833827	+1	BRAF,PPP2R1A,PTPN11
CELLULAR RESPONSE TO INTERLEUKIN-6%GOBP%GO:0071354	cellular response to interleukin-6	0.005293686856833827	0.005293686856833827	+1	CEBPA,SMAD4,PTPN11
AUTONOMIC NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0048483	autonomic nervous system development	0.005293686856833827	0.005293686856833827	+1	NF1,GATA3,CTNNB1
NEGATIVE REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051985	negative regulation of chromosome segregation	0.005293686856833827	0.005293686856833827	+1	APC,ATM,ATRX
REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY	Reelin signaling pathway	0.005293686856833827	0.005293686856833827	+1	PIK3CA,PIK3R1,AKT1
POSITIVE REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045582	positive regulation of T cell differentiation	0.005509130940755369	0.005509130940755369	+1	GATA3,RUNX1,TGFBR2,CBFB
PID_IL4_2PATHWAY%MSIGDB_C2%PID_IL4_2PATHWAY	PID_IL4_2PATHWAY	0.005509130940755369	0.005509130940755369	+1	PIK3CA,PIK3R1,AKT1,MTOR
IL4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL4-MEDIATED SIGNALING EVENTS	IL4-mediated signaling events	0.005509130940755369	0.005509130940755369	+1	PIK3CA,PIK3R1,AKT1,MTOR
BEHAVIOR%GOBP%GO:0007610	behavior	0.005583023649450518	0.005583023649450518	+1	TP53,PTEN,EGFR,NF1,LRRK2,FOXA2,NCOR1
TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	0.005621975314462533	0.005621975314462533	+1	SMAD4,USP9X,TGFBR2,ACVR1B,ACVR2A,SMAD2
REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051147	regulation of muscle cell differentiation	0.005649842542310889	0.005649842542310889	+1	NOTCH1,CTNNB1,KIT,FGFR2,SMAD4
TNFALPHA%IOB%TNFALPHA	TNFalpha	0.005720131284092792	0.005720131284092792	+1	TP53,EGFR,RB1,FBXW7,MAP3K1,AKT1,PTPN11
BETA-CATENIN-TCF COMPLEX ASSEMBLY%GOBP%GO:1904837	beta-catenin-TCF complex assembly	0.005797303903174806	0.005797303903174806	+1	CTNNB1,EP300,AXIN2
POSITIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901992	positive regulation of mitotic cell cycle phase transition	0.005797303903174806	0.005797303903174806	+1	EGFR,RB1,AKT1,CCND1
NANOPARTICLE-MEDIATED ACTIVATION OF RECEPTOR SIGNALING%WIKIPATHWAYS_20200810%WP2643%HOMO SAPIENS	Nanoparticle-mediated activation of receptor signaling	0.005797303903174806	0.005797303903174806	+1	KRAS,EGFR,NRAS
ENDOCARDIAL CUSHION MORPHOGENESIS%GOBP%GO:0003203	endocardial cushion morphogenesis	0.005797303903174806	0.005797303903174806	+1	NOTCH1,SOX9,TGFBR2
REGULATION OF MECP2 EXPRESSION AND ACTIVITY%REACTOME DATABASE ID RELEASE 73%9022692	Regulation of MECP2 expression and activity	0.005797303903174806	0.005797303903174806	+1	SIN3A,TBL1XR1,NCOR1
EAR DEVELOPMENT%GOBP%GO:0043583	ear development	0.005797303903174806	0.005797303903174806	+1	GATA3,SOX9,FGFR2,PTPN11
BIOCARTA_TNFR1_PATHWAY%MSIGDB_C2%BIOCARTA_TNFR1_PATHWAY	BIOCARTA_TNFR1_PATHWAY	0.005797303903174806	0.005797303903174806	+1	RB1,MAP3K1,MAP2K4
NEPHRON TUBULE MORPHOGENESIS%GOBP%GO:0072078	nephron tubule morphogenesis	0.005797303903174806	0.005797303903174806	+1	GATA3,SOX9,WT1
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905477	positive regulation of protein localization to membrane	0.005841234065576284	0.005841234065576284	+1	TP53,EGFR,PIK3R1,EPHA3,AKT1
METHYLATION%GOBP%GO:0032259	methylation	0.005976640828290886	0.005976640828290886	+1	DNMT3A,KDM6A,TET2,ATRX,SETD2,NSD1,EZH2
REGULATION OF CELLULAR RESPONSE TO GROWTH FACTOR STIMULUS%GOBP%GO:0090287	regulation of cellular response to growth factor stimulus	0.005976640828290886	0.005976640828290886	+1	GATA3,NOTCH1,STK11,EP300,SMAD4,TGFBR2,SMAD2
PEPTIDYL-LYSINE METHYLATION%GOBP%GO:0018022	peptidyl-lysine methylation	0.006117836635993901	0.006117836635993901	+1	KDM6A,TET2,SETD2,EZH2
REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:1905475	regulation of protein localization to membrane	0.006312739070755539	0.006312739070755539	+1	TP53,EGFR,PIK3R1,EPHA3,AKT1,AR
MICROTUBULE CYTOSKELETON ORGANIZATION INVOLVED IN MITOSIS%GOBP%GO:1902850	microtubule cytoskeleton organization involved in mitosis	0.006314996646365334	0.006314996646365334	+1	STAG2,CHEK2,SETD2,SMC1A,SMC3
REGULATION OF TP53 ACTIVITY THROUGH ACETYLATION%REACTOME DATABASE ID RELEASE 73%6804758	Regulation of TP53 Activity through Acetylation	0.006315022535485662	0.006315022535485662	+1	TP53,AKT1,EP300
NEGATIVE REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0045746	negative regulation of Notch signaling pathway	0.006315022535485662	0.006315022535485662	+1	EGFR,FBXW7,AKT1
IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5	IL2 signaling events mediated by STAT5	0.006315022535485662	0.006315022535485662	+1	PIK3CA,PIK3R1,PTPN11
BIOCARTA_FAS_PATHWAY%MSIGDB_C2%BIOCARTA_FAS_PATHWAY	BIOCARTA_FAS_PATHWAY	0.006315022535485662	0.006315022535485662	+1	RB1,MAP3K1,MAP2K4
AXON GUIDANCE MEDIATED BY NETRIN%PANTHER PATHWAY%P00009	Axon guidance mediated by netrin	0.006315022535485662	0.006315022535485662	+1	PIK3CA,PIK3R1,PIK3CG
