GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0061024	membrane organization	0.000004667461796687169	0.000004667461796687169	+1	S100A9,AIF1,NPC2,FOLR3,TSPO,RAC1,ANXA2,STX11,S100A10,MAFB,PRELID1,GCA,VAMP8,BID,RHOG,BNIP3L,TIMM13,SLC25A5,SERP1,WDR83OS,ITGB2,RHOA,SLC25A6,RILPL2,STX10,PLSCR1,REEP5,MYADM,NDUFA13,CHMP4B,PPT1,SNX3,SNF8,CHMP1B,OXA1L,AHNAK,ALKBH7,CHMP2A
GO:0045862	positive regulation of proteolysis	0.0000051089689333756485	0.0000051089689333756485	+1	S100A9,S100A8,GRN,GABARAP,PYCARD,CTSH,ANXA2,IL1B,S100A10,CTSD,PRELID1,LGALS9,BID,TNFSF10,CASP1,RHOA,TNFRSF1B,NDUFA13,FIS1,PSME2,RBX1,AURKAIP1
GO:0009259	ribonucleotide metabolic process	0.000005278145507925034	0.000005278145507925034	+1	CDA,TSPO,MT-ND1,TMSB4X,ALDOA,NDUFS7,NDUFA11,RHOA,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,FIS1,NDUFA3,APRT,NDUFS8
GO:0009165	nucleotide biosynthetic process	0.000005278145507925034	0.000005278145507925034	+1	CDA,MT-ND1,TMSB4X,ALDOA,NDUFS7,NDUFA11,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,NDUFA3,APRT,NDUFS8
GO:0072522	purine-containing compound biosynthetic process	0.000006028521612436589	0.000006028521612436589	+1	MT-ND1,TMSB4X,ALDOA,NDUFS7,NDUFA11,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,NDUFA3,APRT,NDUFS8
GO:0016032	viral process	0.000006028521612436589	0.000006028521612436589	+1	FCN1,LGALS1,IFITM3,APOBEC3A,CTSB,IL8,HLA-DRB1,CCL3,ISG15,LGALS9,VAMP8,LY6E,DYNLT1,ZFP36,BST2,PLSCR1,CHMP4B,SNX3,SNF8,OAS1,CHMP1B,PCBP1,CHMP2A,LAMTOR5
GO:1901293	nucleoside phosphate biosynthetic process	0.000006028521612436589	0.000006028521612436589	+1	CDA,MT-ND1,TMSB4X,ALDOA,NDUFS7,NDUFA11,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,NDUFA3,APRT,NDUFS8
GO:0051129	negative regulation of cellular component organization	0.000006043264576246819	0.000006043264576246819	+1	CST3,GPX1,LGALS3,TSPO,RAC1,ANXA2,CAPG,TMSB10,VIM,IL1B,PRELID1,TMSB4X,PFDN5,ARRB2,SLC25A5,RHOA,SLC25A6,SDCBP,PFN1,TNFRSF1B,PLSCR1,ATG3,MYADM,CHMP4B,DUSP1,TGFB1,GMFG,SNX3,FLNA,WASF2,PARK7,AURKAIP1,WAS
GO:0006897	endocytosis	0.000006158317503954902	0.000006158317503954902	+1	FCN1,CD14,TYROBP,AIF1,FCER1G,LGALS3,CFP,NCF2,CYBA,ASGR1,PYCARD,RAC1,AP2S1,IL8,ANXA2,FGR,IL1B,HCK,SLC11A1,ACTB,RHOG,CLTA,CD63,ARRB2,ITGB2,SDCBP,PLSCR1,ATG3,GRB2,PPT1,TGFB1,SNX3,CLTB,WASF2,C1ORF43
GO:0043068	positive regulation of programmed cell death	0.000006608988683755259	0.000006608988683755259	+1	S100A9,S100A8,LGALS2,TYROBP,LGALS1,GRN,PYCARD,TSPO,MNDA,CTSH,CCL3,CTSD,PRELID1,LGALS9,RHOB,BID,BNIP3L,SOD2,ARRB2,TNFSF10,RHOA,TNFRSF1B,MCL1,TGFB1,FIS1,PARK7,ATF4
GO:0046651	lymphocyte proliferation	0.0000068951631087467934	0.0000068951631087467934	+1	TYROBP,AIF1,LST1,LGALS3,PYCARD,TNFSF13B,MNDA,BST1,CEBPB,HLA-DRB1,IL1B,SLC11A1,LGALS9,HLA-DPA1,BID,HLA-DPB1,HLA-DMB,TNFRSF1B,TGFB1,MSN
GO:2000117	negative regulation of cysteine-type endopeptidase activity	0.000007640468915651271	0.000007640468915651271	+1	CST3,GPX1,IFI6,PLAUR,KLF4,CARD16,ARRB2,PRDX5,CAST,PARK7,LAMTOR5
GO:0010952	positive regulation of peptidase activity	0.000007785082185320023	0.000007785082185320023	+1	S100A9,S100A8,GRN,PYCARD,CTSH,CTSD,PRELID1,LGALS9,BID,TNFSF10,CASP1,RHOA,NDUFA13,FIS1,PSME2
GO:0009150	purine ribonucleotide metabolic process	0.000007920191139378968	0.000007920191139378968	+1	TSPO,MT-ND1,TMSB4X,ALDOA,NDUFS7,NDUFA11,RHOA,NDUFS6,NDUFB1,NDUFA13,PPT1,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,FIS1,NDUFA3,APRT,NDUFS8
GO:0050863	regulation of T cell activation	0.000008969831483476001	0.000008969831483476001	+1	AIF1,LGALS1,LGALS3,PYCARD,TNFSF13B,HLA-DRA,CEBPB,HLA-DRB1,IL1B,FGL2,PRELID1,ACTB,HLA-DRB5,HLA-DMA,LGALS9,HLA-DPA1,BID,HLA-DPB1,RHOA,HLA-DMB,TNFRSF1B,TGFB1
GO:0032612	interleukin-1 production	0.000009239768530876732	0.000009239768530876732	+1	TYROBP,GSTP1,PYCARD,MNDA,LILRA5,CD33,CCL3,SERPINB1,LGALS9,CARD16,ARRB2,CASP1
GO:0032652	regulation of interleukin-1 production	0.000009239768530876732	0.000009239768530876732	+1	TYROBP,GSTP1,PYCARD,MNDA,LILRA5,CD33,CCL3,SERPINB1,LGALS9,CARD16,ARRB2,CASP1
GO:0002697	regulation of immune effector process	0.000009239768530876732	0.000009239768530876732	+1	FCN1,TYROBP,GRN,LGALS3,CFP,PYCARD,SPI1,HLA-DRA,HLA-DRB1,FGR,IL1B,FGL2,STXBP2,LGALS9,NCF1,VAMP8,ARRB2,BST2,ITGB2,HLA-DMB,TNFRSF1B,WAS
GO:0032943	mononuclear cell proliferation	0.000009324500902155643	0.000009324500902155643	+1	TYROBP,AIF1,LST1,LGALS3,PYCARD,TNFSF13B,MNDA,BST1,CEBPB,HLA-DRB1,IL1B,SLC11A1,LGALS9,HLA-DPA1,BID,HLA-DPB1,HLA-DMB,TNFRSF1B,TGFB1,MSN
GO:2001234	negative regulation of apoptotic signaling pathway	0.00000935465962461173	0.00000935465962461173	+1	GPX1,GSTP1,LGALS3,IFI6,PLAUR,IL1B,PRELID1,BID,GNAI2,SOD2,ARRB2,SLC25A5,SLC25A6,NDUFA13,HMGB2,MCL1,PARK7
GO:0051051	negative regulation of transport	0.00000949506829527068	0.00000949506829527068	+1	LGALS3,OAZ1,SPI1,TSPO,RAC1,CD33,RGS2,ANXA2,IL1B,LGALS9,VAMP8,GSTO1,GNAI2,OAZ2,SDCBP,TNFRSF1B,PLSCR1,ATG3,TGFB1,SNX3,FIS1,PARK7,ATF4,CALM2
GO:0002833	positive regulation of response to biotic stimulus	0.000012316007728628313	0.000012316007728628313	+1	FCN1,CD14,TYROBP,GRN,CTSS,CYBA,PYCARD,SPI1,MNDA,LY86,HLA-DRB1,HCK,NFKBIA,ARRB2,NINJ1,CASP1,PLSCR1,HMGB2,IFI35,OAS1
GO:0002768	immune response-regulating cell surface receptor signaling pathway	0.000012316007728628313	0.000012316007728628313	+1	FCN1,CD14,TYROBP,FCER1G,LGALS3,CYBA,FPR1,MNDA,HLA-DRB1,FGR,HCK,NFKBIA,C5AR1,HLA-DPB1,THEMIS2,NINJ1,PLSCR1,SPG21,GRB2,IFI35,OAS1,PHPT1
GO:0044000	movement in host	0.000013434174993062174	0.000013434174993062174	+1	FCN1,LGALS1,IFITM3,CTSB,IL8,HLA-DRB1,LGALS9,VAMP8,LY6E,DYNLT1,PLSCR1,CHMP4B,SNX3,CHMP1B,CHMP2A
GO:0090066	regulation of anatomical structure size	0.000013434174993062174	0.000013434174993062174	+1	GPX1,COTL1,PYCARD,RAC1,ARPC1B,RGS2,CAPG,TMSB10,ARPC3,HCK,TMSB4X,TBXAS1,LAMTOR4,SCPEP1,SOD2,ARPC2,BRK1,RHOA,PFN1,GRB2,MYADM,BLOC1S1,VASP,MSN,LAMTOR5,WAS
GO:0002696	positive regulation of leukocyte activation	0.000013566585662322236	0.000013566585662322236	+1	TYROBP,AIF1,LGALS1,PYCARD,SPI1,TNFSF13B,BST1,HLA-DRA,HLA-DRB1,FGR,CCL3,IL1B,ACTB,HLA-DRB5,HLA-DMA,LGALS9,JUND,VAMP8,HLA-DPA1,HLA-DPB1,ITGB2,RHOA,HLA-DMB,TGFB1
GO:0032680	regulation of tumor necrosis factor production	0.000014632751636086664	0.000014632751636086664	+1	CD14,TYROBP,GSTP1,CYBA,PYCARD,TSPO,LILRA5,CD33,CCL3,CYBB,LGALS9,ZFP36,ARRB2,OAS1
GO:0032640	tumor necrosis factor production	0.000014632751636086664	0.000014632751636086664	+1	CD14,TYROBP,GSTP1,CYBA,PYCARD,TSPO,LILRA5,CD33,CCL3,CYBB,LGALS9,ZFP36,ARRB2,OAS1
GO:0042098	T cell proliferation	0.000014632751636086664	0.000014632751636086664	+1	AIF1,LGALS3,PYCARD,TNFSF13B,CEBPB,HLA-DRB1,IL1B,SLC11A1,LGALS9,HLA-DPA1,BID,HLA-DPB1,HLA-DMB,TNFRSF1B,TGFB1,MSN
GO:1903900	regulation of viral life cycle	0.000016239806704223917	0.000016239806704223917	+1	FCN1,LGALS1,IFITM3,APOBEC3A,IL8,HLA-DRB1,ISG15,LGALS9,LY6E,BST2,PLSCR1,SNX3,OAS1
GO:0002366	leukocyte activation involved in immune response	0.000016560056616262884	0.000016560056616262884	+1	TYROBP,LGALS1,GRN,FCER1G,LGALS3,PYCARD,SPI1,HLA-DRA,HLA-DRB1,FGR,CCL3,FGL2,SLC11A1,STXBP2,LGALS9,VAMP8,ITGB2,HLA-DMB,IFI35
GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling	0.0000183092459058139	0.0000183092459058139	+1	LGALS1,S100A4,S100A12,GAPDH,HLA-DRB1,IL1B,FKBP1A,LGALS9,CARD16,TNFSF10,BST2,CASP1,RHOA,FLNA,LAMTOR5
GO:0010942	positive regulation of cell death	0.000019182824580322544	0.000019182824580322544	+1	S100A9,S100A8,LGALS2,TYROBP,LGALS1,GRN,PYCARD,TSPO,MNDA,CTSH,CCL3,CTSD,PRELID1,LGALS9,RHOB,BID,BNIP3L,SOD2,ARRB2,TNFSF10,ITGB2,RHOA,TNFRSF1B,MCL1,TGFB1,FIS1,PARK7,ATF4
GO:0010950	positive regulation of endopeptidase activity	0.000019233751784615975	0.000019233751784615975	+1	S100A9,S100A8,PYCARD,CTSH,CTSD,PRELID1,LGALS9,BID,TNFSF10,CASP1,RHOA,NDUFA13,FIS1,PSME2
GO:0002263	cell activation involved in immune response	0.000019918098972993122	0.000019918098972993122	+1	TYROBP,LGALS1,GRN,FCER1G,LGALS3,PYCARD,SPI1,HLA-DRA,HLA-DRB1,FGR,CCL3,FGL2,SLC11A1,STXBP2,LGALS9,VAMP8,ITGB2,HLA-DMB,IFI35
GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	0.000020275096503710423	0.000020275096503710423	+1	CD14,TYROBP,GSTP1,CYBA,PYCARD,TSPO,LILRA5,CD33,CCL3,CYBB,LGALS9,ZFP36,ARRB2,OAS1
GO:0071706	tumor necrosis factor superfamily cytokine production	0.000020275096503710423	0.000020275096503710423	+1	CD14,TYROBP,GSTP1,CYBA,PYCARD,TSPO,LILRA5,CD33,CCL3,CYBB,LGALS9,ZFP36,ARRB2,OAS1
GO:0035456	response to interferon-beta	0.000020577692850255717	0.000020577692850255717	+1	IFITM3,MNDA,BST2,PLSCR1,NDUFA13,OAS1,XAF1
GO:1903037	regulation of leukocyte cell-cell adhesion	0.00002137751825555777	0.00002137751825555777	+1	AIF1,LGALS1,LGALS3,PYCARD,TNFSF13B,HLA-DRA,CEBPB,KLF4,HLA-DRB1,IL1B,FGL2,ACTB,HLA-DRB5,HLA-DMA,LGALS9,HLA-DPA1,HLA-DPB1,ITGB2,RHOA,HLA-DMB,TGFB1
GO:0071346	cellular response to type II interferon	0.00002244823408901714	0.00002244823408901714	+1	AIF1,GAPDH,VIM,CCL3,HCK,STXBP2,IFNGR2,LGALS9,HLA-DPA1,ZYX,CASP1,WAS
GO:0036230	granulocyte activation	0.000023981742661522472	0.000023981742661522472	+1	TYROBP,GRN,FCER1G,SPI1,IL8,CCL3,STXBP2,ITGB2
GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.00002647907068198835	0.00002647907068198835	+1	S100A9,S100A8,PYCARD,CTSH,CTSD,LGALS9,BID,TNFSF10,CASP1,RHOA,NDUFA13,FIS1
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	0.00002864559672919848	0.00002864559672919848	+1	UQCRFS1,UQCRC1,CYC1,UQCR10,UQCRQ
GO:0009615	response to virus	0.000028996095954190267	0.000028996095954190267	+1	NPC2,PYCARD,IFITM3,APOBEC3A,IFI6,FGR,IL1B,FGL2,RNASE6,ISG15,IFNGR2,LGALS9,VAMP8,BNIP3L,SAMHD1,BST2,CASP1,POU2F2,PLSCR1,TGFB1,OAS1,LAMTOR5
GO:0032535	regulation of cellular component size	0.000030315021564419003	0.000030315021564419003	+1	COTL1,PYCARD,RAC1,ARPC1B,CAPG,TMSB10,ARPC3,HCK,TMSB4X,LAMTOR4,ARPC2,BRK1,RHOA,PFN1,GRB2,MYADM,BLOC1S1,VASP,MSN,LAMTOR5,WAS
GO:0031334	positive regulation of protein-containing complex assembly	0.000030315021564419003	0.000030315021564419003	+1	LGALS3,PYCARD,RAC1,HCK,ISG15,BID,ARPC2,BRK1,WARS,RHOA,PFN1,GRB2,VASP,PARK7,MSN
GO:0032637	interleukin-8 production	0.000030384326899656188	0.000030384326899656188	+1	FCN1,CD14,PYCARD,CD33,KLF4,IL1B,TMSB4X,LGALS9,PARK7,LAMTOR5
GO:0032677	regulation of interleukin-8 production	0.000030384326899656188	0.000030384326899656188	+1	FCN1,CD14,PYCARD,CD33,KLF4,IL1B,TMSB4X,LGALS9,PARK7,LAMTOR5
GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	0.00003165155157198985	0.00003165155157198985	+1	MT-CO1,COX6B1,COX8A,COX4I1,COX5B,COX5A
GO:0010821	regulation of mitochondrion organization	0.000031984889246224566	0.000031984889246224566	+1	GPX1,PYCARD,TSPO,PLAUR,PRELID1,BID,BNIP3L,ARRB2,SLC25A5,TNFSF10,SLC25A6,FIS1,PARK7
GO:0043069	negative regulation of programmed cell death	0.00003219267204971449	0.00003219267204971449	+1	AIF1,GPX1,GRN,GSTP1,LGALS3,IFI6,CTSH,PLAUR,CEBPB,KLF4,IL1B,HCK,TIMP1,PRELID1,BID,CARD16,BNIP3L,ANXA5,GNAI2,GPX4,SOD2,ARRB2,SLC25A5,RHOA,SLC25A6,HIGD2A,PRDX5,NDUFA13,HMGB2,PPT1,MCL1,CAST,BAG1,FLNA,PARK7,LAMTOR5
GO:0051235	maintenance of location	0.00003219267204971449	0.00003219267204971449	+1	S100A9,S100A8,FTL,FTH1,CYBA,TSPO,TMSB10,SRGN,CCL3,IL1B,NFKBIA,TMSB4X,FKBP1A,GSTO1,TGFB1,FLNA,COX17,PARK7,ALKBH7,CALM2
GO:2000379	positive regulation of reactive oxygen species metabolic process	0.00003219267204971449	0.00003219267204971449	+1	TYROBP,GSTP1,CYBA,TSPO,GNAI2,SOD2,ITGB2,GRB2,PARK7
GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	0.00003239741616725541	0.00003239741616725541	+1	LGALS1,GSTP1,S100A4,PYCARD,S100A12,GAPDH,HLA-DRB1,IL1B,FKBP1A,LGALS9,CARD16,TNFSF10,BST2,CASP1,RHOA,FLNA,LAMTOR5
GO:0051651	maintenance of location in cell	0.00003544961077614308	0.00003544961077614308	+1	S100A9,S100A8,FTL,FTH1,CYBA,TSPO,TMSB10,SRGN,CCL3,TMSB4X,FKBP1A,GSTO1,TGFB1,FLNA,PARK7,CALM2
GO:0042060	wound healing	0.000036595165622322603	0.000036595165622322603	+1	S100A8,GPX1,FCER1G,SERPINA1,ANXA2,PLAUR,S100A10,SLC11A1,TIMP1,ACTB,ANXA5,CLIC1,RHOA,PLSCR1,CHMP4B,GNAS,TGFB1,FIBP,CHMP1B,FLNA,AHNAK,CHMP2A,WAS
GO:0019637	organophosphate metabolic process	0.000036595165622322603	0.000036595165622322603	+1	TYMP,CDA,TKT,TSPO,PLBD1,TALDO1,PGD,MT-ND1,TMSB4X,PGLS,ALDOA,TPI1,GPX4,NDUFS7,SAMHD1,NDUFA11,RHOA,NDUFS6,NDUFB1,PLSCR1,NDUFA13,PPT1,NAAA,C14ORF2,NDUFB11,MT-ND3,NDUFB10,SDHB,NDUFA2,NDUFB7,PRDX6,FIS1,HADHA,PGAM1,PARK7,NDUFA3,APRT,NDUFS8
GO:0022407	regulation of cell-cell adhesion	0.000036595165622322603	0.000036595165622322603	+1	AIF1,LGALS1,LGALS3,PYCARD,SPI1,TNFSF13B,HLA-DRA,PLAUR,CEBPB,KLF4,HLA-DRB1,IL1B,FGL2,ACTB,HLA-DRB5,HLA-DMA,LGALS9,HLA-DPA1,HLA-DPB1,ITGB2,RHOA,HLA-DMB,MYADM,TGFB1
GO:0032271	regulation of protein polymerization	0.000036595165622322603	0.000036595165622322603	+1	COTL1,PYCARD,RAC1,ARPC1B,CAPG,TMSB10,ARPC3,HCK,TMSB4X,ARPC2,RHOA,PFN1,GRB2,MYADM,VASP
GO:0044403	biological process involved in symbiotic interaction	0.000036595165622322603	0.000036595165622322603	+1	FCN1,LGALS1,GPX1,IFITM3,GAPDH,CTSB,IL8,HLA-DRB1,CCL3,MPEG1,LGALS9,VAMP8,LY6E,DYNLT1,PLSCR1,CHMP4B,SNX3,CHMP1B,CHMP2A
GO:0007249	I-kappaB kinase/NF-kappaB signaling	0.00003903437994246351	0.00003903437994246351	+1	LGALS1,GSTP1,S100A4,PYCARD,S100A12,GAPDH,HLA-DRB1,IL1B,NFKBIA,FKBP1A,LGALS9,CARD16,TNFSF10,BST2,CASP1,RHOA,FLNA,LAMTOR5
GO:0002468	dendritic cell antigen processing and presentation	0.00004029665708651053	0.00004029665708651053	+1	CD68,HLA-DRA,HLA-DRB1,FGL2,SLC11A1
GO:0002252	immune effector process	0.000044361586361049116	0.000044361586361049116	+1	FCN1,TYROBP,CFD,LGALS1,GRN,FCER1G,LGALS3,CFP,PYCARD,SPI1,CTSH,HLA-DRA,HLA-DRB1,FGR,CCL3,IL1B,FGL2,HCK,SLC11A1,STXBP2,LGALS9,NCF1,VAMP8,ARRB2,BST2,ITGB2,HLA-DMB,TNFRSF1B,IFI35,WAS
GO:0042129	regulation of T cell proliferation	0.00004578428758290158	0.00004578428758290158	+1	AIF1,LGALS3,PYCARD,TNFSF13B,CEBPB,HLA-DRB1,IL1B,LGALS9,HLA-DPA1,BID,HLA-DPB1,HLA-DMB,TNFRSF1B,TGFB1
GO:0061900	glial cell activation	0.00004631795557831451	0.00004631795557831451	+1	TYROBP,AIF1,GRN,CCL3,IL1B,IFNGR2,C5AR1,ITGB2
GO:0043066	negative regulation of apoptotic process	0.00004669508130897171	0.00004669508130897171	+1	AIF1,GPX1,GRN,GSTP1,LGALS3,IFI6,CTSH,PLAUR,CEBPB,KLF4,IL1B,HCK,TIMP1,PRELID1,BID,CARD16,BNIP3L,ANXA5,GNAI2,SOD2,ARRB2,SLC25A5,RHOA,SLC25A6,HIGD2A,PRDX5,NDUFA13,HMGB2,PPT1,MCL1,CAST,BAG1,FLNA,PARK7,LAMTOR5
GO:0150076	neuroinflammatory response	0.00004922138014364206	0.00004922138014364206	+1	TYROBP,AIF1,GRN,CCL3,IL1B,IFNGR2,C5AR1,ITGB2,TNFRSF1B
GO:0051701	biological process involved in interaction with host	0.00005018711635200971	0.00005018711635200971	+1	FCN1,LGALS1,IFITM3,CTSB,IL8,HLA-DRB1,LGALS9,VAMP8,LY6E,DYNLT1,PLSCR1,CHMP4B,SNX3,CHMP1B,CHMP2A
GO:0043254	regulation of protein-containing complex assembly	0.00005402855758064701	0.00005402855758064701	+1	LGALS3,COTL1,PYCARD,RAC1,ARPC1B,CAPG,TMSB10,ARPC3,HCK,TMSB4X,ISG15,BID,ARPC2,BRK1,WARS,RHOA,PFN1,GRB2,MYADM,VASP,PARK7,MSN
GO:0048525	negative regulation of viral process	0.00005679026839766657	0.00005679026839766657	+1	FCN1,IFITM3,APOBEC3A,ISG15,LY6E,ZFP36,BST2,PLSCR1,SNX3,OAS1
GO:0030155	regulation of cell adhesion	0.00005694819629502209	0.00005694819629502209	+1	AIF1,LGALS1,LGALS3,PYCARD,SPI1,RAC1,TNFSF13B,BST1,TGFBI,HLA-DRA,IL8,PLAUR,CEBPB,KLF4,HLA-DRB1,IL1B,S100A10,FGL2,ACTB,HLA-DRB5,HLA-DMA,LGALS9,HLA-DPA1,HLA-DPB1,ARPC2,ITGB2,RHOA,HLA-DMB,MYADM,DUSP1,TGFB1,FLNA
GO:0050777	negative regulation of immune response	0.000057198942354290016	0.000057198942354290016	+1	GPX1,GRN,LGALS3,SPI1,HLA-DRB1,FGR,FGL2,HCK,ISG15,LGALS9,ARRB2,SAMHD1,TGFB1,OAS1
GO:0006935	chemotaxis	0.00005736688346419984	0.00005736688346419984	+1	S100A9,S100A8,TYMP,AIF1,FCER1G,LGALS3,CSF3R,FPR1,SPI1,RAC1,S100A12,BST1,IL8,PLAUR,CCL3,IL1B,TMSB4X,C5AR1,LGALS9,RHOG,ARRB2,NINJ1,ITGB2,RHOA,HMGB2,DUSP1,VASP,CKLF
GO:1903039	positive regulation of leukocyte cell-cell adhesion	0.00005736688346419984	0.00005736688346419984	+1	AIF1,LGALS1,PYCARD,TNFSF13B,HLA-DRA,HLA-DRB1,IL1B,ACTB,HLA-DRB5,HLA-DMA,LGALS9,HLA-DPA1,HLA-DPB1,ITGB2,RHOA,HLA-DMB,TGFB1
GO:0052372	modulation by symbiont of entry into host	0.000059255469426879754	0.000059255469426879754	+1	FCN1,LGALS1,IFITM3,IL8,HLA-DRB1,LGALS9,LY6E,SNX3
GO:0042330	taxis	0.00006021483840754078	0.00006021483840754078	+1	S100A9,S100A8,TYMP,AIF1,FCER1G,LGALS3,CSF3R,FPR1,SPI1,RAC1,S100A12,BST1,IL8,PLAUR,CCL3,IL1B,TMSB4X,C5AR1,LGALS9,RHOG,ARRB2,NINJ1,ITGB2,RHOA,HMGB2,DUSP1,VASP,CKLF
GO:0071396	cellular response to lipid	0.00006971488277445341	0.00006971488277445341	+1	CD14,GSTP1,CD68,PYCARD,SPI1,TSPO,IL8,LY86,CEBPB,VIM,CCL3,IL1B,HCK,NFKBIA,NCF1,CARD16,ZFP36,CASP1,RHOA,TNFRSF1B,NDUFA13,HMGB2,GNAS,TGFB1,MT-ND3,PARK7,MSN
GO:0050870	positive regulation of T cell activation	0.00007553443985854112	0.00007553443985854112	+1	AIF1,LGALS1,PYCARD,TNFSF13B,HLA-DRA,HLA-DRB1,IL1B,ACTB,HLA-DRB5,HLA-DMA,LGALS9,HLA-DPA1,HLA-DPB1,RHOA,HLA-DMB,TGFB1
GO:0098609	cell-cell adhesion	0.00008448106891221062	0.00008448106891221062	+1	S100A9,S100A8,LGALS2,AIF1,LGALS1,LGALS3,S100A11,PYCARD,SPI1,TNFSF13B,HLA-DRA,CD33,ANXA2,PLAUR,CEBPB,KLF4,HLA-DRB1,IL1B,FGL2,ACTB,HLA-DRB5,HLA-DMA,LGALS9,HLA-DPA1,HLA-DPB1,CLIC1,NINJ1,ITGB2,RHOA,HLA-DMB,MYADM,GNAS,TGFB1,FIBP,FLNA,MSN
GO:0009308	amine metabolic process	0.00008753830248660956	0.00008753830248660956	+1	OAZ1,SAT1,ALDH2,SLC7A7,SAT2,COMT,OAZ2,ITGB2,NAAA,SMS,PARK7
GO:2000377	regulation of reactive oxygen species metabolic process	0.00008990514544182526	0.00008990514544182526	+1	TYROBP,GSTP1,CYBA,TSPO,RAC1,BST1,GNAI2,SOD2,ITGB2,RHOA,GRB2,PARK7
GO:2001056	positive regulation of cysteine-type endopeptidase activity	0.00008990514544182526	0.00008990514544182526	+1	S100A9,S100A8,PYCARD,CTSH,CTSD,LGALS9,BID,TNFSF10,CASP1,RHOA,NDUFA13,FIS1
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.00009102154756143903	0.00009102154756143903	+1	GPX1,IFI6,PLAUR,KLF4,CARD16,ARRB2,PRDX5,PARK7,LAMTOR5
GO:0042119	neutrophil activation	0.00009187487552346423	0.00009187487552346423	+1	TYROBP,GRN,FCER1G,SPI1,IL8,STXBP2,ITGB2
GO:0002695	negative regulation of leukocyte activation	0.0000936491445949975	0.0000936491445949975	+1	TYROBP,LST1,GRN,LGALS3,SPI1,MNDA,CD33,CEBPB,HLA-DRB1,FGR,FGL2,LGALS9,TGFB1,ID2
GO:0006576	biogenic amine metabolic process	0.00010324678847107318	0.00010324678847107318	+1	OAZ1,SAT1,ALDH2,SAT2,COMT,OAZ2,ITGB2,NAAA,SMS,PARK7
GO:0019725	cellular homeostasis	0.00010449771647024216	0.00010449771647024216	+1	S100A9,S100A8,FTL,GPX1,GRN,GSTP1,FTH1,CYBA,ATP6V0B,HLA-DRB1,CCL3,SLC11A1,SCO2,FKBP1A,TBXAS1,ALDOA,ATP6V1F,NCF1,GSTO1,SOD2,ATP6V0D1,ATOX1,MT2A,PRDX5,PPT1,MCL1,TGFB1,FLNA,PRDX6,FIS1,ATF4,CALM2
GO:0097191	extrinsic apoptotic signaling pathway	0.00010675456912591901	0.00010675456912591901	+1	GPX1,GSTP1,LGALS3,GABARAP,PYCARD,SPI1,IFI6,IL1B,BID,TNFSF10,TNFRSF1B,NDUFA13,HMGB2,MCL1,PARK7
GO:0071675	regulation of mononuclear cell migration	0.0001074297742702956	0.0001074297742702956	+1	AIF1,LGALS3,PYCARD,SPI1,CCL3,C5AR1,LGALS9,RHOA,DUSP1,TGFB1,MSN
GO:0045785	positive regulation of cell adhesion	0.00010763511371595212	0.00010763511371595212	+1	AIF1,LGALS1,PYCARD,RAC1,TNFSF13B,HLA-DRA,PLAUR,HLA-DRB1,IL1B,S100A10,ACTB,HLA-DRB5,HLA-DMA,LGALS9,HLA-DPA1,HLA-DPB1,ARPC2,ITGB2,RHOA,HLA-DMB,MYADM,TGFB1,FLNA
GO:0090322	regulation of superoxide metabolic process	0.00011334655237419407	0.00011334655237419407	+1	TYROBP,GSTP1,CYBA,BST1,GNAI2,ITGB2
GO:0022409	positive regulation of cell-cell adhesion	0.00012246854995314415	0.00012246854995314415	+1	AIF1,LGALS1,PYCARD,TNFSF13B,HLA-DRA,PLAUR,HLA-DRB1,IL1B,ACTB,HLA-DRB5,HLA-DMA,LGALS9,HLA-DPA1,HLA-DPB1,ITGB2,RHOA,HLA-DMB,TGFB1
GO:0010638	positive regulation of organelle organization	0.00012261926961597882	0.00012261926961597882	+1	GRN,PYCARD,RAC1,ANXA2,PLAUR,IL1B,S100A10,HCK,BID,SLC25A5,ARPC2,BRK1,TNFSF10,RHOA,SDCBP,PFN1,GRB2,VASP,ANAPC11,WASF2,FIS1,PARK7,MSN,WAS
